用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,商品型号
16713147016,在老板家买了好几次了，我们公司需要的移动电源，以前别的牌子的，用了半年就不行了，他们家的产品真的非常不错，很好用，质量很好，值得购买。,2021-11-09 09:14:15,0,1,5,2021-11-24 07:29:49,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13165880304,"做工质感：感觉很结实牢固，周围很圆滑没有毛刺。
充电速度：充放电速度都挺好，用太阳能也能充上电，关键还有充放电瓦数显示，太方便了。
便携性能：提着也不是很重。",2019-08-07 22:22:30,1,2,5,2019-08-29 00:30:08,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17692718882,东西非常不错，整洁，干净。保护壳非常棒！,2022-06-18 22:22:57,0,1,5,2022-06-24 23:48:51,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13199378457,应该是目前市场上最好的同类产品，真正做到了户外电源应该做的事情，各种数码产品充电很方便，手机、平板、手提电脑、数码相机、无人机、车载冰箱、照明电灯等等，凡是要用电的东西，都能在户外使用，而且时间还很长。好评！！,2019-08-18 23:52:45,3,1,5,2019-09-07 18:11:44,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18466796903,样式很漂亮，还送了车子电瓶打火线，优秀。,2022-11-30 16:39:40,0,0,5,2022-12-02 16:38:38,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15508095225,"做工质感：做工精细外观造型精致美观小巧玲珑
蓄电容量：容量很大 500wh户外活动可以满足一天需求输出功率够大接口丰富
充电速度：充电速度还算可以 输出功率还是很大220电压和家用一样
便携性能：昨天晚上带出去一邻就走很少方便好评希望能多用一段时间",2021-04-05 18:40:41,0,1,5,2021-04-07 10:41:54,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13497373959,"做工质感：好
蓄电容量：有待验证，感觉没那么大
充电速度：很快，8小时充满
便携性能：拎起来很舒适
抗摔能力：还没验证
其他特色：接口丰富",2019-11-11 00:21:05,0,1,5,2019-11-20 11:24:51,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14562648894,终于到货了，迫不及待的打开包装，果然做工特别棒，机器周身没有一根毛刺，各种功能齐全，好用，有分开关，安全便捷，推荐购买。,2020-08-20 21:55:18,0,1,5,2020-08-23 17:49:41,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14028737285,"做工质感：手感好，做工细腻！
便携性能：小巧不重，非常巴适！
蓄电容量：收到时还34的电量！
抗摔能力：这点无法测试，轻拿轻放为好！
充电速度：还没有充电测试，希望充电时间能达到说明书上写的标准。
其他特色：网上看车友网评很久了，评价好的多，外观做工没有说的，但愿今后使用得心应手，解决自驾用电之忧。开箱测试电风扇，电视机都没问题。",2020-04-10 18:02:29,0,2,5,2020-04-13 12:03:09,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15784113979,"值得信赖，
蓄电容量：电量足
做工质感：手感很好
充电速度：特别快，6到7小时就能充满
便携性能：用完装包，好带走",2021-05-22 22:48:41,0,1,5,2021-06-09 16:07:00,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14051735097,电小二移动电源收到了，外观很好，也不太重，拿着很方便，充电速度比较快，还没用呢，估计会不错，因为京东的平台让人放心,2020-04-16 09:52:50,0,1,5,2020-04-19 10:12:02,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13487458625,"做工质感：非常棒
蓄电容量：家用和户外都够用
便携性能：外形美观，携带方便
抗摔能力：没试过
因为出差在外没办法拍照片，但是这款户外电源整体感觉非常好，客服婷婷人很好服务很热情，很值得推荐的一款产品。",2019-11-04 22:45:32,0,1,5,2019-11-18 12:04:38,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15234740621,价格有的小贵，方便使用，今天试用给汽车电瓶充电两个小时用了不到百分之二十的电，电池非常抗使，不占地方，很不错,2021-01-12 14:48:38,0,1,5,2021-01-22 17:47:16,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13005537992,宝贝不错，试用过了满意!350w的电饭煲40分钟耗电30%还是挺好的，外观时尚，出门提着方便，客服非常好，总之喜欢!五星好评!!!,2019-07-04 12:02:08,4,1,5,2019-07-12 12:28:30,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18755688417,趁着活动入手划算，发货快，包装得好，非常不错，全新体验，赞赞赞！,2023-01-23 11:43:09,0,0,5,2023-02-06 12:00:19,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18133354628,刚好做活动，价格便宜了很多，性价比超高，真的特别划算,2022-09-10 00:14:18,0,0,5,2022-09-28 17:32:15,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15734453038,关注了很久，对比了几家，最后还是坚持自己的第一感觉，目前为止没有失望，店家客服态度很好，耐心解答，商品有质感，做工精细，还秒杀了收纳包，用后在追评,2021-05-24 20:02:35,0,1,5,2021-05-29 22:18:13,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18803641388,货物一上路，那真是超快!!!到底是名牌，物有所值。,2023-01-12 12:58:35,0,1,5,2023-02-19 12:14:20,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13932678253,"做工质感：很好
蓄电容量：很大
充电速度：几个小时就能充满
便携性能：携带方便12斤多点
抗摔能力：不敢试怕摔坏
其他特色：款式漂亮携带方便多种用途",2020-03-06 00:15:24,0,1,5,2020-03-19 10:28:17,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12764765231,电源非常好用，功率一百多瓦的车载电饭煲蒸饭需要一个多小时，用它最少可以用三次，充手机或者移动电源就更没得说了，外出旅游露营非常实用的，用点烟器给电源充电五个小时左右大概能充百分之二十五的电，如果不用功率大的电器，电量还是很充足的，我觉得买的很值，用着很好，卖家的客服服务也很好，有问必答，很耐心，还送了我礼物，在这就不透露了，礼物也很不错，谢谢，有需要还会光顾的~~~~~~~~~哈哈哈哈,2019-05-10 11:49:14,5,1,5,2019-05-15 10:57:19,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12686439560,宝贝基本满足预期，充满电所花时间没有计算，反正晚上充早上满了，输出实际用秒表计了，额定功率168瓦的电视实际使用了3小时2分钟全部耗尽。等五一出去露营再看下真实野外环境使用情况。,2019-04-17 17:24:10,2,1,5,2019-04-24 12:37:06,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14315951919,外观、做工不错，很精致，到手时只有30%的电，充了5个小时充满，还没用，先看看存不存电。,2020-06-16 00:19:50,0,1,5,2020-06-20 16:52:39,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17452126788,对比了好几个牌子最后选定电小二，下单后发货速度也很快，客服服务态度很好，秒回复，收到货后打开一看，包装挺到位，重量也可以,2022-05-03 13:22:15,0,1,5,2022-05-05 21:22:57,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15781816613,"我买的是
500的，试用了一下，500的电饭锅做一人量米饭，用时20分钟用电20％。200的蒸蛋器蒸鸡蛋10分钟用电10％。很可以。",2021-06-03 21:45:35,0,1,5,2021-06-09 06:09:38,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14841590966,已收获，拆开后，新机电量50%，试了一下很稳定，质量不错，比我之前买的一个其他牌子的好！再用用看，好的再来追评！,2020-11-01 02:35:09,0,1,5,2020-11-04 14:55:48,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13023436322,电小二户外移动电源确实不错，作为车载电源用电充电都很方便，安全性能高，电量充足，基本可以满足旅途用电需求，客服服务热情有耐心，快递也不错。总之是值得推荐的一款电源。,2019-07-10 12:19:28,2,1,5,2019-07-17 16:11:41,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14588663481,"做工质感：质感好，塑料很厚
便携性能：不沉，自带把手刚好
抗摔能力：敢接抗摔
蓄电容量：500w的还不错，郊游应该够用",2020-08-26 10:36:34,0,1,5,2020-08-31 07:37:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15991685629,"很好用，可充无人机电池10块。
充电速度：充电速度很快
做工质感：外观大气上档次",2021-06-23 16:28:56,0,1,5,2021-07-16 08:58:27,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17760152160,大小合适，放车里也很方便，续航不错,2022-06-19 13:34:20,0,2,5,2022-07-10 10:18:29,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13495416986,"做工质感：做工精细，质感很好。
蓄电容量：能存0.5度电左右，再大点就更好了。
充电速度：还算挺快的，几个小时充满。
便携性能：有点重，放后备厢拉着。
双11期间物流也很快。",2019-11-11 00:01:35,0,2,5,2019-11-19 21:20:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13262203555,物流很快，收到后进行了简单供电测试，在办公室，车，宿舍都能有很好的表现，产品到货后有一定的虚电，测试时输出功率实时显示，在供电过程中怕过充，客服及时回复，有过充等多项保护，待后期实测追评,2019-09-17 18:46:45,0,1,5,2019-09-25 11:12:10,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13120001395,电小二220V大容量户外便携500W大功率自驾移动电源做工很好，与描述的一致。重量不算太重，很不错。收货后用车载220V冰箱使用了大半天，效果杠杠的。,2019-08-06 17:21:33,0,1,5,2019-08-15 13:57:09,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14128836540,很喜欢这个电源，无论是从做工质感， 充电速度、便携性能等方面都非常可心。尤其是在户外用起来非常方便。非常期待这个电源，给我的汽车旅行带来快乐，感谢你们给我带来这么好的产品，我的这次购物真的非常高兴。谢谢你们！,2020-05-01 12:52:55,0,1,5,2020-05-08 21:11:32,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13089351241,自驾上新疆买的电小二500瓦考虑的给车载冰箱供电，给电压力锅供电。试用一下效果非常好。首先车载冰箱温度达到两度，他可以供电的至少24小时。给500瓦的电压力锅供电。很快米饭就能闷熟，而且用的电也不多。这个电小二市自驾神器值得购买，商家也讲信用，信守承诺。,2019-08-02 16:50:05,1,1,5,2019-08-06 10:52:52,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13348350577,"做工质感：做工很精细，从做工上可以看出来这是一家认真做产品的公司，认真的公司做出认真产品电小二的品质有保障。
蓄电容量： 电量充足，接了个400W的设备毫无压力。
充电速度： 给手机充电速度很快。
便携性能：最主要的特色就是这款电小二设计的非常方便提着就走。
其他特色： 220v 500w电源特实用。
抗摔能力：工程塑料外壳结实抗震。",2019-10-09 15:49:22,2,1,5,2019-10-20 10:12:45,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16562358228,此次购物感受较比差，店家比较牛,2021-10-27 10:38:06,6,2,1,2021-11-02 21:23:22,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12933191327,暂时还没时间用，外观，材质等都没有问题，质量很好，试验了一下各个插口，都很好，等出去用了再评价,2019-06-16 18:29:01,0,1,5,2019-06-23 06:32:41,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16750598477,作为备用电源，还没有使用。不过外观很好，说明书的内容让我满意，先习惯好评，用后再评。,2021-11-23 15:24:15,0,1,5,2021-12-01 09:14:46,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13100917888,移动电源真心的说非常棒，用它带500w的压力电饭锅20分钟烧好饭，耗电20%，电池也不温度基本没有什么变化，风扇的声音很小。店家售后服务更好！五星好评,2019-08-04 11:10:25,0,1,5,2019-08-09 17:17:26,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12759332387,虽然下单到发货耽误了几天，但厂家给了合理的解释，发货后物流配送很快，移动电源做工精细，样式也很好看，随机还附送了一个电小二充电宝，很赞！现在正在充电，但愿工作正常。,2019-05-08 08:34:25,1,1,5,2019-05-13 19:56:56,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14907587344,质感很好，不愧是大品牌，重量刚好合适，手提很方便，充电速度挺快的，赞一个，因为阴天太阳能板没法试用，明年露营就指望它了,2020-11-11 23:12:32,0,2,5,2020-11-15 16:11:22,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18200319210,电小二户外电源性价比很高，对比多款后的明智选择,2022-08-16 00:00:43,0,1,5,2022-10-12 13:54:41,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16810184756,双十二优惠价买的。共三件套，非常合适。准备天暖和一点儿，出去玩儿的时候带着他。能给很大的惊喜。他能给手机，笔记本儿充充电电饭煲没试过，不知道怎么样。,2021-12-07 16:10:54,0,1,5,2021-12-13 20:25:24,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17406152435,这个是帮朋友买的，超急用的，和客服沟通后能马上发货，态度很好呀，服务不错，朋友收到了，拍照给我了，包装完好，没有损坏。。,2022-03-13 09:40:14,0,1,5,2022-04-24 14:03:55,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16376096495,初次，市充85，太阳能板充46，相当不错。充满也不用太长时间。希望以后自驾游时用得上。,2021-09-23 23:21:39,0,1,5,2021-09-28 11:50:55,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13160943215,包装很到位、运输无破损！大小适中，已经给充电！这次出门不担心驻车的时候，车载冰箱、手机等缺电的问题了！。,2019-08-22 23:51:01,0,1,5,2019-08-27 16:08:45,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15035421805,这个电源非常好，使用方便，在家用车载电饭锅做了一锅米饭用时25分钟，以后出去玩不怕没电用了，客服婷婷服务态度非常好，热情有礼貌，介绍很详细，帮我解决了疑问，给客服婷婷五星?好评,2020-12-08 09:42:29,0,2,5,2020-12-12 18:28:05,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13113998840,移动电源包装很好，客服也很热心。今天充电完成后试用了一下，给50W车载冰箱供电(-18/+4)，室温8个小时耗电51%。高于预期！,2019-08-08 15:33:40,0,1,5,2019-08-13 17:06:59,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14449572078,"做工质感：做工不错，手感很好
充电速度：没有做过太多对比，一中午从38到89，还是可以的
便携性能：手提方便，线带个软包",2020-07-20 17:09:32,0,1,5,2020-07-23 13:45:28,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12892470826,收到宝贝后终于有时间测试试用了，各个接口、灯光都完好。放在车里可以解决数码、电脑等设备的基本用电。如果配上小二的太阳能充电板会不会更爽，等有机会时买一个试试，呵呵。电小二的户外电源还是非常不错的无论品质还是做工。,2019-06-10 14:53:32,1,1,5,2019-06-15 20:16:30,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14251860061,"做工质感：好
蓄电容量：500W
充电速度：比较快
便携性能：把手便携，好用
抗摔能力：强
6月份活动买的，相信京东自营的商品，包装很好，一点没损坏，走新藏线就靠它了。",2020-06-01 00:14:17,0,1,5,2020-06-07 19:15:50,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16826303086,包装的特别好，早就想入手一款户外电源了，看了好多家，最后还是选择了店小二，外观特别漂亮，实用效果有待验证,2021-12-13 08:16:00,0,1,5,2021-12-16 20:57:49,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13226596159,外观精细，做工精良，能够同时显示输入输出功率和电量，非常方便。质量绝对上乘，非常给力的电源！,2019-09-09 01:27:41,0,1,5,2019-09-15 13:02:14,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14086360845,收到货，打开包装，做工非常精细。充满电后，炖了一锅排骨，又做了一锅米饭，还余百分之四十电量。以后自驾游方便多了。,2020-04-16 10:33:28,0,1,5,2020-04-27 21:31:15,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17932519094,很满意的一次购物，质量非常好，物有所值，谢谢商家,2022-08-16 21:43:10,0,1,5,2022-08-19 13:30:06,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13963331331,买回来时候35%余电，第二天充电5.5小时充满，给手机充电，笔记本电脑充电都没问题！满足日常使用！,2020-03-21 12:36:30,0,1,5,2020-03-27 11:22:05,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17677988200,东西很好，价格合理，快递很快，包装很好，一次不错的购物！谢谢！,2022-06-18 09:05:28,0,1,5,2022-06-22 10:14:47,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17602244309,不得不说，店小二还是非常值得信赖的户外电源品牌，做工质量上乘，整体配件齐全，无悔的选择,2022-06-03 16:34:25,0,1,5,2022-06-08 15:23:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17731411273,强力推荐，好用，质量杠杠的，服务非常好,2022-06-02 12:15:08,0,1,5,2022-07-03 12:54:15,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18127249582,超级喜欢，非常好用，大品牌值得拥有。,2022-08-11 00:00:01,0,0,5,2022-09-27 15:04:35,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16623935690,?心仪已久，有活动果断下手，用过之后感觉很不错，是正品，快递也很给力，电小二果然名副其实?,2021-11-07 21:52:47,0,1,5,2021-11-11 23:35:19,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17394550061,早就关注这个品牌这个型号的户外电源，一直没舍得买入，刚好遇到降价和直播活动，所以果断入手，这也是我自从在京东买东西来观望时间最长的一次，差不多一年了，此次价格比较吸引人，感谢电小二。物流速度也是没说的，直接送货上门，疫情期间，给快递小哥儿也说声辛苦了！收到货急不可待的打开了包装，包装非常讲究，产品精致美观小巧，做工是真没说的，正好今天天气不错，刚好试试太阳能充电，效果如何还要看实战，等有结果我会再追评告诉所有想要入手的亲们！,2022-04-18 22:30:17,0,2,5,2022-04-21 15:31:52,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13894931892,顺丰物流非常赞?。电小二看上去做工，很好。电小二里有37%的电，在家里5小时充满电。明天用它焖米饭看看需要多长时间耗电多少再来评价。,2020-03-05 12:36:44,0,1,5,2020-03-09 19:36:32,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17138083103,非常好、物流也特快、方便携带、续航时间长一般用一两天都没茅台?,2022-02-13 22:49:40,0,1,5,2022-02-17 09:04:13,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12839973500,帮公司买的，户外玩耍时候用，每个月至少一次活动，感觉有电小二这个户外电源实在太棒了！客服特别热情，服务细致。这个还可以看充电的状态，自带照明灯，不错！,2019-05-31 15:51:24,1,1,5,2019-06-03 16:42:26,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14860693234,"做工质感：感觉很棒，还没开始使用！期待效果
蓄电容量：550
充电速度：7个小时
便携性能：不大不小刚刚好",2020-11-03 23:36:45,0,1,5,2020-11-08 08:39:03,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14029773290,移动电源做工精细，质感很好，方便携带，很实用！使用一段时间再评价充放电的情况！,2020-04-09 12:23:34,1,1,5,2020-04-13 16:29:48,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17847498330,第一次用，非常好，后续用过再评。,2022-06-19 16:29:00,0,1,5,2022-07-30 09:51:13,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17566482931,"做工质感：很好
便携性能：不是很重，拎着方便",2022-04-20 10:21:37,0,1,5,2022-06-01 13:39:16,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16438824760,包装很好，卖家也很给力，有问必答，还送了小礼物。快递也很快，，为了节假日去露营买的，整体很不错，值得购买。。朋友们都觉得东西很赞，都问拿链接，很好的一次购物,2021-09-25 16:50:35,0,1,5,2021-10-09 19:52:29,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17663646532,发货很快，还没使用，感觉应该不错吧。,2022-06-15 20:02:59,0,1,5,2022-06-19 21:46:42,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14870425641,做工质量都很好，350W电饭煲做一锅米饭大概消耗20%。清晰的电量显示，可以准确了解所剩电量以及用电器的功率。,2020-11-02 08:50:37,0,1,5,2020-11-09 22:00:09,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14965745212,油管上发现几个户外做的好的人用的都是这个电源，不过国外版本的名字是洋文，其它一模一样。美亚上也卖的很好，国内版要比从美国买实惠的多，良心商家，还会多追加购买的。户外电源，只推荐电小二。,2020-09-26 23:57:41,0,1,5,2020-11-26 19:06:07,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15819910916,收到包裹打开后第一感觉质量很好，做工精致使用起来特别简单方便，用市电充电很快，只是太阳能板有个收纳袋就更完美了，总之是一次愉快的购物，,2021-06-14 11:19:04,0,1,5,2021-06-17 10:24:30,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16756779670,很好很强大！马上整一个室内插头，停电的话就可以自己供电了！,2021-11-28 16:06:40,0,1,5,2021-12-02 12:08:01,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12790376987,非常完美，拿到后的第一印象就是精致，提在手上沉甸甸的感觉很踏实。工作忙一直没来得及在车上使用，今天周末在家用车载电饭锅测试一下，三杯米的量用时45分钟多一点，耗电百分之十五（从96%降到81%)。旅途中做五次饭肯定是够的了。非常满意！以后会继续关注咱们的新产品.,2019-05-15 11:49:12,1,2,5,2019-05-22 09:37:53,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14504073712,物超所值，非常满意，店家细致周到的服务让人很感动，祝生意兴隆。收货后立马试用，检查耗电量，用50瓦电扇半个小时，电量由35％降到30％，大概用电0.026度，耗电量完全符合标定值。,2020-08-05 16:44:21,0,1,5,2020-08-07 11:23:15,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13957057523,"做工质感：第一眼看上去很舒服
抗摔能力：抗摔能力：没试，应该没问题
充电速度：8 1W
便携性能：可以
蓄电容量：一般手机及笔记本电脑用用可以了",2020-03-22 16:12:04,1,1,5,2020-03-25 16:44:40,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13118949911,宝贝按时收到的，不会耽搁明早出发的新疆自驾游，太满意了，包装高大上，做工精美，带冻动500W的电饭锅瞬时功率达到580W也没问题的！非常感谢店小二的完美产品和顺丰快递风雨无阻的优质服务！?,2019-08-11 22:43:51,0,1,5,2019-08-15 09:11:20,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17491227607,店小二不亏是户外电源老大，质量杠杠滴，好使得很,2022-05-11 13:47:08,0,1,5,2022-05-14 18:13:50,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14506158256,"做工质感：质感特别好，做工精细，看外表就让人产生信赖感
蓄电容量：有待检验
其他特色：每个输出电源上方还有小开关，十分认真的产品",2020-07-26 08:56:20,0,1,5,2020-08-07 21:45:40,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12809874605,很好，也不是太重，用处很多，试了下冷风机开3小时，显示耗电量49%。满足预期要求。,2019-05-18 16:16:54,1,1,5,2019-05-27 12:29:29,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14433912208,"做工质感：很结实
蓄电容量：买的500瓦，不知道能用多久
便携性能：方便，出门带上电小二再也不怕没电了，车里又弄了逆变器",2020-07-15 13:12:06,0,1,5,2020-07-19 11:07:56,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14462218239,"蓄电容量：储能很好
做工质感：做工不错
充电速度：速度快，功能多
电小二还是很值得拥有！",2020-07-20 14:33:16,0,1,5,2020-07-26 23:25:53,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17239685250,好评好评。质量很满意。充电也很快。和商家沟通也又问必答。很满意。。,2022-03-04 20:00:06,0,1,5,2022-03-11 20:44:52,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14604441304,东西收到了，正在试用，收到的店小二里面有些电，等放点完了再充电试试。很实惠，很方便，希望售后服务更好。店家不错，客服态度很好，解答耐心。,2020-08-30 11:02:14,0,1,5,2020-09-04 13:33:30,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
